song_id,melody,articulation,rhythm_complexity,rhythm_stability,dissonance,atonality,mode
3770,5,2.5,5,6,4,8.33333333333,6
3771,7.6,1.4,5,4.25,4.2,5.75,5
3772,9.25,1,5,5,2.5,6,8.5
3773,9.5,1.66666666667,4,6.33333333333,2.75,8.5,4
3774,7,5.33333333333,4.66666666667,6,3.75,6.66666666667,4.66666666667
3775,8,2,2.66666666667,7,2.25,7.66666666667,5.66666666667
3776,7.33333333333,2.8,7,6,2.6,7.5,4.66666666667
3777,6.2,4.75,3.2,8.25,2.6,8.4,2.25
3778,8.4,5.8,3,7.33333333333,2.4,8,5
3779,7.2,2.2,5.5,3,3.6,5.66666666667,5
3780,9.66666666667,4.2,3.66666666667,6.75,3,7.6,4
3781,8.5,4.8,4.66666666667,7.25,2.4,8.25,2
3782,9,3.5,4.66666666667,6.75,2.4,7.2,5
3783,8.4,5,6.5,5.4,3,5.8,6
3784,5.5,2.8,4,7,2.8,7.33333333333,6.75
3785,9,4,8.25,5.5,5,6.75,7.25
3786,2,5.5,7,3.66666666667,7,3.66666666667,5.5
3787,1,4.5,9.5,4,9.5,1,7.4
3788,1.75,3,8,3.66666666667,7.4,2.66666666667,6.5
3789,2,5,8,2,9.5,1,3.5
3790,2,4.75,9,2.25,8.2,2.75,7
3791,1,3,3.66666666667,1.33333333333,8,8,6
3792,4.4,8.4,6,5.25,7.8,4.5,6.2
3793,3.5,3.6,3,3.25,5.6,4.75,5.66666666667
3794,1.8,3.5,5.5,3,8.6,2.5,6.8
3795,1.66666666667,2.66666666667,5.66666666667,3.75,6.25,3.66666666667,7
3796,2,5,8,3.33333333333,6.2,3.5,6.5
3797,2.4,4.6,4.75,4,8.6,2.5,6
3798,3,5,6,3.25,7.2,3.75,6
3799,2,3.2,4.2,1.4,7.6,3.2,6.75
3800,2.66666666667,5.6,8.33333333333,2.5,7,2.75,6.75
3801,3.4,2.2,2.75,3.75,8.2,5.75,6
3802,5.75,6,3.33333333333,5.75,6.8,5.2,7.8
3803,4.6,5.4,7,3.75,6.6,5.25,4.75
3804,4.75,7.6,3.5,3.75,5.4,4.75,6.8
3805,3.6,2.25,4.66666666667,5,6.4,4.5,6.4
3806,4,4,7.5,3.6,6,4.6,7.6
3807,4,7.66666666667,7.66666666667,4,8,4,7.66666666667
3808,4,1.25,6,2.25,5.75,2,6.66666666667
3809,2.75,1.2,1.66666666667,2.5,7.8,3.75,7.25
3810,5,2.8,4.5,3.6,5.6,5.6,7.2
3811,5.25,3,6,4,8.25,4.25,6.75
3812,3,3,5.5,3.5,7.2,3,6
3813,4,6,4.75,7.25,5.4,5.5,6.5
3814,3.66666666667,5.5,5.66666666667,6.2,5.4,4.8,7.2
3815,7.8,2,2,4.66666666667,2.8,7.25,8.2
3816,7.66666666667,8.2,4.33333333333,8.75,4,8.25,1.75
3817,6.2,6.4,5,8.2,4,7.6,2.25
3818,5.6,8,8.33333333333,5.75,6.6,6.5,5.75
3819,4.8,5.6,6.25,3.75,2.2,8,1.75
3820,5.66666666667,8.8,8,7.66666666667,4,5.66666666667,5.25
3821,6,7,4,7.66666666667,3.4,7,5.25
3822,7.2,6.2,3.5,8.2,3.2,8,5.25
3823,6,6.2,3.2,6.2,4,7.6,7.5
3824,5.5,7,7,5.75,5.6,5.5,5.75
3825,8.66666666667,7.33333333333,4,5.33333333333,4,8,4.5
3826,4.66666666667,8,6.5,5,5.4,5.5,5.25
3827,7,6,7.5,6.66666666667,2.4,8.25,2.5
3828,5,6.4,9,5.5,6.8,6.66666666667,4.5
3829,6.75,5.2,4.5,6,4.6,6.6,6.25
3830,1,8.25,8,4.66666666667,6,3,3
3831,6.5,6,8,4.75,2.8,6,4
3832,1.2,7,8.5,2.25,3.6,4.75,3.25
3833,5.8,6,4.6,7.4,3,6.8,6.4
3834,8.66666666667,6.8,4,6.25,2.8,7.25,7.25
3835,5,5.66666666667,2,8,3.33333333333,9.25,2.5
3836,4.5,6,7,5.2,5.4,6,6.2
3837,7.25,8.2,3.33333333333,7.5,4.6,6.25,7.2
3838,8.33333333333,6.75,4,7,3.5,8,4
3839,7.33333333333,6,4.66666666667,8.75,4,6.5,4
3840,5,2.75,3.25,5.75,5,7.5,4
3841,3.8,4.6,7.25,6.25,7.4,5.25,6
3842,4.4,5.8,5,6.75,6.6,6.75,5.25
3843,7,4.8,3.33333333333,8.25,3,7,4
3844,6,4,4.25,5.8,4.6,5.6,5.6
3845,8.4,2.8,2.5,4,5,6.5,4.25
3846,7.25,1.6,3.66666666667,3.8,4.6,6.2,6.5
3847,9.66666666667,1.4,2,6.25,1.8,6.25,6.6
3848,4.5,1.6,5.5,2,5.6,5,6.25
3849,4.5,1.5,9,2.33333333333,4.5,4,6.5
3850,9,2.33333333333,2,6.33333333333,2.33333333333,7,5.66666666667
3851,5,1.5,8,5,5,6.5,6.66666666667
3852,6.33333333333,2,3,6.33333333333,2.6,6.66666666667,3.5
3853,8,1.75,1.66666666667,4.25,2.6,6.8,8
3854,7.33333333333,2.2,1,4,2.4,4.5,8.25
3855,8.25,2,1,4.2,6.2,4.6,7.8
3856,5.6,1.8,1,5.2,4,7.2,7
3857,8.5,2.5,5.5,6.33333333333,2.6,6.25,6
3858,7,1.2,4.75,5.75,4,8.25,6
3859,8.4,2,6.33333333333,5.5,2.4,6.66666666667,8
3860,7.4,2.5,3.33333333333,4.33333333333,5.2,4.75,7
3861,6,1.4,4.66666666667,3.25,4.6,5.5,5.4
3862,8,2,5.25,5.2,2.8,7.4,7.6
3863,8.5,1.6,2,3,3,6.8,9
3864,7.66666666667,2.25,3,5.66666666667,2,7.33333333333,5.25
3865,8.66666666667,2.25,3,5.66666666667,2.5,8,7.33333333333
3866,5,2.5,4.33333333333,7.33333333333,4,6.5,6.8
3867,7.5,1.2,4,5.66666666667,2,6.75,5.4
3868,9.5,1.4,1.5,3.25,3.4,6.25,7
3869,8,2.4,3.2,6.25,2.6,8.2,8.75
3870,7.8,1.4,4.66666666667,4.5,4.2,4.75,6.2
3871,8.66666666667,1.75,2,6.25,2.2,7,6.25
3872,9.5,2.4,2,5.25,3.8,6.8,6.5
3873,7.33333333333,2.5,5,6,3.25,6.66666666667,6.33333333333
3874,6.33333333333,2,4.66666666667,7.66666666667,2.75,7.66666666667,6
3875,9.75,3.4,3,4.66666666667,2.4,8.2,3.66666666667
3876,3.6,5,4.5,4.2,5.2,4,6
3877,3,8,5.33333333333,7,8.2,3.4,8.25
3878,4,5.5,7.5,3.5,8.4,3,8.33333333333
3879,5.4,2.4,3,3,6.6,3.6,6.5
3880,4.5,8,7,4.66666666667,7,4,7
3881,6,4.25,5,3.5,7.8,3,8
3882,5.66666666667,4.25,4.33333333333,4.5,3.25,5.75,8
3883,2.5,7.2,5.5,4.5,8,3,5.4
3884,4,2.6,5.5,3.33333333333,4,4.4,7.75
3885,4.33333333333,5.6,6.5,6.5,6,4.25,7.25
3886,5,5.4,5.5,6,4,6.5,7.6
3887,1,2.6,9,2.5,6.4,2,7
3888,1.6,1.4,3.75,2.2,6.2,2.2,5.75
3889,5,6.4,4.2,8,4.2,6,6
3890,4.2,5.4,7.33333333333,5.8,5.8,4.8,7
3891,4.5,5.25,4,6.4,5,6.6,6.8
3892,3.5,4.2,8.5,4,5.75,3,7.75
3893,4.66666666667,2.5,8,2.5,6.8,3.25,6.5
3894,4.75,8,5.25,6.8,6.6,6,7.6
3895,4,7,9,7,6.5,7,10
3896,2.25,7.25,5.5,6,5.25,6.33333333333,6.66666666667
3897,6.75,6.4,2,8,4,6.6,7
3898,5.6,2.4,7.66666666667,3.5,5.2,4.75,6
3899,6,4,5.5,8,4.25,6,6
3900,4,3.75,7.66666666667,3.4,6,4.6,7
3901,2.33333333333,7.2,7.5,5,7.5,4.33333333333,7.25
3902,7,6.2,4,8.2,6.8,5.8,7.25
3903,1.8,7.4,7.5,4.33333333333,7.4,3.75,5.75
3904,7,2.8,4.33333333333,6.66666666667,5.2,7,7.5
3905,2.8,1.6,3,4.25,4.6,6.5,6.8
3906,7,2,5.5,4,2.6,6.75,6
3907,9.33333333333,4,2,3.66666666667,1.8,6.66666666667,4.5
3908,7.5,4.8,6.33333333333,5.75,3.2,7.25,5.25
3909,8,1.8,6,5.5,2.2,6,3
3910,8,2.25,6,5.33333333333,2,8.33333333333,2.25
3911,8,2,3.66666666667,6.66666666667,2.25,7.66666666667,4.25
3912,8.6,2,2.33333333333,6,3,7.25,7.25
3913,6.4,5.4,3.66666666667,5,2.4,7,7
3914,9.66666666667,2.75,1.5,6.33333333333,2.25,7.66666666667,6
3915,8.5,2.5,2.33333333333,8.75,3.75,8.5,3.25
3916,8.2,2.4,2,4,1.8,7,8
3917,9.5,2.2,4,4,4.2,5,6.25
3918,7.6,3.2,2.5,6.2,3.2,8,4.2
3919,9,1.4,2.5,6.25,2.2,7,6.2
3920,9.25,1.4,2.33333333333,5.8,2.6,6.6,7
3921,8.2,1.6,2.2,3.8,2.8,7.8,5.5
3922,6.25,2,2.66666666667,2.5,3,5.8,6.8
3923,8.25,1,4.33333333333,6,1.6,7.25,6.2
3924,8,3.66666666667,4.66666666667,6.66666666667,3,6.66666666667,4
3925,6.8,1.5,3,5.33333333333,2.4,8,6.2
3926,5,1,1.33333333333,2.75,4.8,5,6.25
3927,8.66666666667,1.75,5,7,3,7.2,5.6
3928,5.2,2.75,6,5,5.8,6.4,5
3929,6.6,4.6,4.75,7.2,3.8,6,4.75
3930,7.33333333333,2.75,4,4.6,4.8,3.25,5.8
3931,9,4,3,3.5,2.5,7,7.66666666667
3932,5.33333333333,3.75,4.66666666667,7.4,5.4,5.8,5.6
3933,5.6,2.2,2.75,5.5,5.4,6.25,5.75
3934,9.66666666667,5,2,6,1.8,6,8.66666666667
3935,6.2,2.2,3.66666666667,5.25,4,5.8,7.5
3936,8.8,3.8,4.33333333333,8.33333333333,4,7,3.25
3937,7.6,5.6,4,9,4,8,4.5
3938,7.4,3.6,4.33333333333,6.33333333333,4,6.75,5.5
3939,7.2,3.6,3.75,8.33333333333,4.4,7.5,4.75
3940,5.2,6.75,3.8,9.25,5.2,6.25,5.6
3941,7.2,3,4,5.66666666667,3.4,7.25,3.25
3942,8.6,3.5,3,8.5,3,7.8,4.75
3943,6.2,7.5,4,7.25,5.4,6.2,3
3944,7.8,3.75,3.75,7.75,3,7.8,4.5
3945,5.6,6.75,5.5,7.75,6.2,4.6,5.25
3946,7.8,6.6,4,8.75,5,6.4,5
3947,4.4,6.25,3.6,7.8,4.6,6.4,4
3948,4.8,7.5,7,6.6,5.4,6,4.2
3949,7.2,4.75,4,8,2.8,7.6,3.6
3950,7,3,3.6,6.4,3.8,7,4.8
3951,5.6,7,3.8,7.4,3,7.4,3.2
3952,4.8,6.75,6.8,5.2,3.4,6.6,5.2
3953,7.2,3.75,2.8,8,2.4,7.6,3
3954,4.2,7.75,3.8,7.2,3,7.4,2.4
3955,4.6,6.75,6.2,6,5,6.8,4.4
3956,3.2,9,6.2,6.75,4.8,6.2,5.6
3957,5.4,5.75,7,6,4.2,7.2,5
3958,4.8,5.75,6.6,4.75,7.2,5.2,6.2
3959,7.4,4.25,3.6,6.75,2.8,7.6,4.8
3960,8,3.25,1.8,9,1.6,8.4,4.2
3961,5,7,6.6,6,4.6,6.2,4.4
3962,8.8,1,2,7,1.2,8.4,4.2
3963,5.6,5.75,5,6.25,3.4,7,7.2
3964,6.2,3.5,3.8,5.25,2.4,6.8,6.2
3965,6.8,2.75,2.4,7.5,2.4,8.6,4.4
3966,4.6,4.75,4.6,7.25,3.8,7.8,7.4
3967,5.8,7,4.8,8.25,3,7.6,2.8
3968,6.4,5.5,4,8,3.8,8.2,2.8
3969,4.4,7.25,5.8,7,6.2,5.2,4.2
3970,4.6,6.5,5.25,7.4,7.8,5.75,6
3971,5.8,4.25,3.5,5.4,3.2,7.75,6.8
3972,6.2,8,5.2,7.8,3.2,7.8,5
3973,7.8,4,3,8.6,2.2,8.2,4.8
3974,7.2,7.5,5.4,8.2,2.6,7.8,4.4
3975,3.2,7.75,7.4,3.8,7,4.2,6.8
3976,4.4,3.25,4,7.2,5.6,7.2,6.6
3977,6.6,5.75,6,7.25,3.4,7.5,2.6
3978,6.2,6.5,3,8.4,4.4,8.4,2.8
3979,2,6,8,5.4,8.6,5.25,5.4
3980,8.6,2,3.25,7.4,2.4,8.4,4
3981,7.4,4,3.66666666667,7.8,2,8,5.6
3982,8.4,3.5,2.5,8.8,2.2,8.2,6
3983,4,7.5,5.6,7.2,5,7.2,6.8
3984,3.6,3.75,5,5,5,5.4,5.2
3985,6,6.5,4.8,7.4,3.2,7.8,4
3986,8.8,2,2,8.6,2.2,8.6,4.6
3987,8.2,3.25,3.6,7.2,3.4,8,5.2
3988,3.4,7.75,5.8,7.8,7.8,5.8,6.8
3989,5.6,6.25,5.2,7.2,5.2,7.6,4.2
3990,7.6,4,2.5,8.4,3.2,8.2,3.2
3991,7,4.5,3.5,8,3.4,7.6,5
3992,6,6.2,3.25,8.25,3.4,7.25,6
3993,7.2,7,3.25,9,3.4,7.4,3.2
3994,8.8,2.2,3,7,3.4,6.6,4.4
3995,6.2,7.4,6.5,7,5,6.4,6.2
3996,4.6,6.5,6.2,7,6.6,6.4,5.8
3997,8,4.2,4,8.5,4,5.8,6.8
3998,6,8.2,7,7.25,6,7.2,6.4
3999,7.4,3.5,2.2,7.75,3.6,7.6,5.2
4000,8.2,4.4,4.25,8.25,3,7.6,4.4
4001,8.4,2.8,3,6.75,3.8,7.4,5.6
4002,4.2,9,5.8,8,4.6,6.6,4.2
4003,4.2,6.75,7,6,5,6.2,6
4004,7.6,6.75,6,5.75,3.2,6.6,5
4005,6.2,8.25,5.2,7.5,4,7.4,3
4006,4.4,6.75,4.6,7,5.2,6.2,5.2
4007,6.4,6.5,5.2,8.25,4.6,7.6,2.4
4008,6.4,6.75,5.4,8.25,3.6,7.4,2.6
4009,3.8,8,5.4,7.25,5.8,4.4,4.6
4010,4.2,7.25,7,5.75,7.8,4.75,5.8
4011,5.2,8.25,4.5,8,6.4,6.8,3.6
4012,5,8.5,6.5,7,7.2,6.2,7.2
4013,5.8,7.75,6,7.5,4.4,7.4,4
4014,7,6.25,4.5,8.25,3.2,8,3.6
4015,8,3,3.5,8,3.8,7,5.8
4016,6.8,8.25,5,9.25,3.8,7.6,2.8
4017,6.6,7.5,4.5,9,4,8,5
4018,8.6,3.25,3.25,8.5,3.6,7.8,8.2
4019,7.8,4.25,4.25,8.5,3.6,7.6,6
4020,8.6,2.75,3.5,7.8,3,8,5.2
4021,7.8,5,3.75,8.2,3.8,8,7.6
4022,5.8,7.75,5,8,4.8,7.75,4
4023,4.8,7.25,4.33333333333,7,5.4,7.25,5
4024,6,7,6.5,7.5,5.2,7.75,3.4
4025,5.6,6.25,4,8.75,4.4,7,3.2
4026,4.6,9,5.5,7,5.8,7,5.2
4027,4.6,7.75,5.8,7.5,5.8,6,4.6
4028,7.4,2.5,2.8,7,4,7.8,7.2
4029,4.8,8.25,5.4,7.75,4.8,7,5.6
4030,7.2,1.75,3.6,5.75,3.4,7,5.2
4031,6.4,5,4,7.75,4,7.8,4.6
4032,7.2,3.75,3.2,7.25,3.6,7.6,5.4
4033,5,3.75,4.8,5.25,5.2,6.8,4.8
4034,6,6,6,4.8,5,5.5,4.75
4035,5.2,7,6.8,5,5.4,6.2,6
4036,7.4,4.5,3.75,8.2,4,7.4,6.4
4037,7.6,1,3,5.75,2.4,7,5.6
4038,8.4,1.5,3,5.8,2.4,8,4.2
4039,7.6,3.25,3.25,6.6,2.8,8,5.4
4040,3.2,8.75,8,3,7,5,4.2
4041,5,7.25,5.8,7.25,4.2,7,2
4042,6,5.25,5.2,6,5.2,7.2,7.8
4043,7,3,3,8.5,3.4,8,5
4044,5,6.75,4.4,8,4.6,7.2,7.6
4045,6,6.5,5.8,8,4.2,7.4,4.2
4046,4.6,5.25,3.2,7.75,6.4,7,5.6
4047,7.4,5.75,4.4,8,3.4,7.6,4.2
4048,3.8,7.5,5.5,6.25,7.6,5.8,7.4
4049,7.8,3.75,4.5,4.75,4.2,7.8,4
4050,5.4,6,5.6,7,5.2,7,5.8
4051,7,6.75,7,7,3,6.4,5.4
4052,5.4,7.75,6.5,7.75,5.4,7.6,7.4
4053,7.2,4.75,4.8,6.75,2.6,7.6,4.2
4054,4.8,5.75,5.2,7.25,6,7.6,3.8
4055,3.2,8,6.6,6.25,7.2,7,5.4
4056,6.6,7,4,8.5,4,7.8,2.8
4057,7.6,3.75,3.6,8,3.6,7.8,4.4
4058,3.2,6.5,5.2,3.25,6.6,5.6,4.4
4059,4.8,7.5,5.4,5.25,5.2,6.8,5
4060,6.6,5.5,4.6,6.5,4.6,7.4,4.6
4061,7.8,3.25,3,7,3.8,7.6,4
4062,6.6,3.25,5.6,6,4,6.2,5.2
4063,8.6,3,3.2,7.25,2.6,8.4,6.4
4064,4,7.25,5.8,6.25,6,6.2,7
4065,5.6,6.75,6.75,5.25,4,6.75,2.8
4066,6.2,5.75,5.2,7,4.6,7.6,3.4
4067,7.8,5.5,3.5,7.25,3.4,7.75,3.8
4068,8,2.25,4,7.5,2.6,8.4,4.4
4069,8.2,3.25,5.4,5.75,2.8,7,6.6
4070,6.8,7,4.4,8.5,3.6,8.2,2.6
4071,4,1,5.5,4.5,3,6,5.8
4072,7.2,6,5.5,7,3,8,3
4073,7.4,2.25,2.25,8.75,3.2,8.4,6.6
4074,5.4,5.5,4.25,8.25,5.2,7.8,4.2
4075,5.8,6.5,4.5,7,5,7,3.8
4076,4.4,6.25,5.75,7.75,4.6,6.6,6.2
4077,4,7.75,6.75,5.5,7.6,6.5,6.75
4078,3.4,7.5,5.6,8.25,6.8,7.4,3
4079,6.6,5,5.8,5.75,2.8,7.6,2.8
4080,8.4,5,3.6,9,2,8.6,2.8
4081,7.2,4.75,4.25,8.66666666667,3.4,8.25,4.4
4082,4,6.25,4.2,8.75,3.4,8.6,6
4083,3.6,7.5,6,3.75,6.4,6,5
4084,8.2,2,4,8.25,2.8,8.6,3.8
4085,6.6,3.25,3.8,8.75,2.2,9,6.2
4086,6.2,7.5,5.25,8.8,2.6,8,3.6
4087,7,2.5,5.25,5.6,5,8,7
4088,8.2,4.75,4.75,8.4,3.4,7.8,3.8
4089,8.6,2,4.5,7.8,2.4,8.4,3.8
4090,8,5.75,5.5,7.2,2,8.2,6.2
4091,5.8,6.5,5.5,7,3,8.2,2.4
4092,6.6,6,3.4,9,3.4,8.2,3.75
4093,4.8,7.5,6.5,6,7.4,6,6.8
4094,5.8,6.5,4,8.2,4.6,8,3.6
4095,6.2,8,6.8,4.5,5,7.8,2.75
4096,7,4,4.5,7,4,7.4,4.4
4097,6.6,4.75,4.2,6.25,4.2,7.2,4.5
4098,7,7,4.33333333333,7,5.2,7.33333333333,2.75
4099,4,7.2,6.33333333333,6.2,5.6,5.66666666667,5
4100,7.75,7.6,4.33333333333,7.4,4.8,9.5,2.6
4101,5.5,8.25,6.25,7.8,5.6,6.33333333333,5
4102,6.75,8.4,7.66666666667,7.4,5.8,8.33333333333,2.2
4103,6,7,6,5.8,4.4,8.33333333333,2.6
4104,6.25,7,4.33333333333,6.4,4.2,7.33333333333,5.2
4105,5,6.2,5.33333333333,7,5.4,8,3.2
4106,6.25,7.4,4.33333333333,5.8,4.2,8.25,4.2
4107,7.75,6.8,5,7,3.8,7.75,3.2
4108,7.75,3.4,5.5,5.6,4.6,7,5.2
4109,7,8.2,6,8,5.4,7.5,4.8
4110,6.5,8,6.5,7.2,6.2,7.25,5
4111,6.5,8.2,8,7,5.8,8.25,3
4112,6,7.2,5,7.2,4.8,8.25,4.2
4113,6,6,6.5,4.8,4.4,7.5,6.4
4114,5.25,7.4,6,6.8,5.4,6.75,4.8
4115,6.5,7.75,7.5,6.4,5.6,7.25,4
4116,8,7,7,6.8,4.8,7,4.4
4117,6.25,7.4,6.5,5.8,4.8,7.5,4.6
4118,5.75,8,6.5,8,5.8,7.25,4
4119,6.5,8.4,7,7.2,7.6,6.25,5.8
4120,5,5.4,7,6,4.8,5.5,5.4
4121,7.25,7,5.5,6.2,5.8,6.25,4.4
4122,7.5,7.2,4.5,7.6,5,8,3.6
4123,6.5,6.4,6.5,5.8,4.8,7.5,6.2
4124,6.75,7.2,6.5,7.6,6.6,6,4.8
4125,6.25,5,4.66666666667,6.2,4.4,6,3.2
4126,6.25,7.2,4,6.4,5.4,7,4.2
4127,7,5.8,4,6.2,5.2,7,4.8
4128,7,6,5,6.8,4.8,6.5,4.2
4129,7.25,7,3,7,4.6,7.5,4.8
4130,7.25,6.6,3.5,7,4.8,7,3.6
4131,6.5,7.4,4.5,6,5.4,6,5.4
4132,6,7.2,5,7.2,5.6,6,5.2
4133,6.25,7.2,5,6.6,5.8,5.75,6.2
4134,7,6.8,4,6.8,4.8,6.75,3.4
4135,7,6.6,2.5,6.6,4.8,7.5,4.6
4136,6.25,7,4,6.8,4.8,6.25,5.2
4137,8,4,3.5,5.6,3.6,7.25,5.2
4138,6.75,6.75,5.5,6.8,5.2,6,6.2
4139,5.25,7.75,6.5,6.2,6.4,6.75,5.8
4140,6.5,7.5,4.5,8.2,5.4,6.75,5.2
4141,6.5,8,4,6.8,5.4,6.75,3.6
4142,4.5,7.5,5.5,7,5.6,7.75,4.8
4143,6.25,6.5,3.5,6.2,4.4,7,3.4
4144,6.25,6.5,3.5,6.8,5,7,3.6
4145,7.5,4,2,6.2,3.4,7.25,5.6
4146,5.75,7.25,4.5,7.2,6,6,6
4147,5.75,7.25,5,7.8,6,7,3.6
4148,5.25,6.75,4.33333333333,7.4,4.2,7.5,4.6
4149,6,6.75,5,7.8,5.4,7,5.6
4150,5.75,7.25,5,6.8,6.8,7.25,5.4
4151,5,7.5,3,7,5,8.25,6
4152,5.5,8,4,7.4,5.8,7.75,5.2
4153,4.25,4.25,4,5.4,4.2,7.5,4.6
4154,5.75,7.5,5,8,6.2,7,6
4155,6.75,7.2,7,7.8,5.4,7.5,4
4156,7.25,7.6,6,7.4,5.8,7.5,6.4
4157,6.25,8,6.5,7.2,5.8,7.5,5.6
4158,6.75,7.2,6.5,7.2,5.6,6.5,4.4
4159,4.5,8.25,6.66666666667,6.4,6,7,4.2
4160,6.75,6.6,6.5,7,5.4,7,6.2
4161,7.5,6.4,6,7.6,5.2,7.5,4.4
4162,7,6.4,5,6.8,4.4,7.25,3.6
4163,6.25,7.25,4,7,5.8,7.75,6.2
4164,6.25,7.6,6,6.8,5.2,8,4.6
4165,5,6.4,5,6.6,5.6,7,6.4
4166,7.75,3.6,3,5.2,4.8,7.33333333333,4.2
4167,5.25,5.25,3.5,6,3.8,7,5.8
4168,7.5,3.5,2.5,6.2,3.6,7.25,5
4169,7.25,5.75,4.5,6.6,4.6,7,5.2
4170,7.75,4,3,6.6,4,8,4
4171,6,6.25,4,6.4,5.4,8.25,4.2
4172,6,8,4.5,8,4.4,8,5
4173,4,5.25,4.33333333333,6,5.6,5.5,5.8
4174,6.75,6,4.66666666667,6.6,5,6.75,4.8
4175,7.5,6,4,7,3.8,8,3.8
4176,6.25,4,2.5,6.8,4.2,8,4.2
4177,5.75,7,4,7.6,5.6,7,4.2
4178,5.25,7.25,4.33333333333,6.2,5.2,6.75,3.6
4179,5.5,7,6.66666666667,6.4,5.2,6.25,4
4180,5.25,6.25,3.33333333333,6.4,5,7.5,4.8
4181,6.25,6.25,3.66666666667,6.8,5.2,7.5,3.2
4182,5.75,6,4.33333333333,6,5.4,6.5,4.8
4183,5.75,6.25,3.33333333333,6.4,5,7.75,3.8
4184,5.75,5.5,3.66666666667,6,5,7,3.6
4185,2.25,3.75,5,1.8,6,4.5,6.2
4186,5.25,8.25,5.33333333333,7.4,6,6.5,6
4187,6,6,4.33333333333,7,4.6,7.25,5.4
4188,7,5.5,4.33333333333,7.4,4.4,7.75,4.2
4189,5.5,6.75,5,7,5.6,6.66666666667,5.6
4190,5,4,4.33333333333,5.2,4.4,7,6
4191,8,2.75,3.33333333333,6.2,3.2,8,5.6
4192,5.75,4.75,6,5.8,4.6,6.66666666667,5.4
4193,6.75,7.25,5,8.2,4.4,7.75,3.4
4194,7,3.75,2.66666666667,6.2,4.2,6.75,4
4195,7.25,3.75,3,6.4,3.4,7.75,4
4196,5.5,7.25,4.33333333333,6.4,5,7,4
4197,6.25,5,3.33333333333,5,3.4,6.25,6
4198,5.75,5.5,3,6.6,4.8,7.5,3.6
4199,7.75,4.25,3,5.6,4,7.75,7.6
4200,6.5,4.75,4.33333333333,5.4,4.4,6.5,5.2
4201,5.75,6.75,4.66666666667,6.2,6.2,6.75,3.8
4202,5.5,6.5,3,6.6,5,7.25,4.2
4203,7.25,5,4.66666666667,6.4,5.4,8,4.4
4204,5.5,5.25,4.5,5.4,4.4,7.5,3.6
4205,6.75,5.25,5.33333333333,6.6,5.6,7.25,5
4206,7.25,7.25,4.5,7,4.4,7.75,4.6
4207,5.5,8,4,7.8,6.4,8.25,4
4208,5.75,6.5,5.66666666667,7.2,5.8,7.5,4
4209,6.5,7,4,7.8,5,7.75,3.8
4210,5.25,6.75,5.5,6.2,5.8,6.75,6.8
4211,6.75,7,5,7.6,5.6,7.75,3.8
4212,5.25,6,5,5.4,6,5.25,4.2
4213,6.25,7.2,5.5,6.6,5,7,4.4
4214,6.75,7,6.5,7.2,5.8,7.5,4.4
4215,5.5,6.4,5,6.6,5.6,6.25,3.6
4216,4.25,5.4,4.5,5.4,5,5.75,4
4217,6.75,6.4,4,7,4.2,7.25,4.2
4218,5.75,7,4.66666666667,7,5.2,7,4.2
4219,6,6.4,4.5,7.2,5.8,7.25,4.2
4220,5.75,6.6,4.5,6,6.4,6.25,3.8
4221,5.5,6.25,4.33333333333,6.4,5,7.25,3.8
4222,5.5,7,5,6.2,6,6.5,3.6
4223,5.75,6.75,3.66666666667,7.6,6.4,7,3.6
4224,5.75,6.4,5,6.8,5.4,6.75,3.6
4225,5.5,6.6,4.5,6.6,6,6.75,3.6
4226,7,4.75,3,5.6,4.6,7.25,4.2
4227,3.75,7.4,5.33333333333,6.8,7.6,5,5.4
4228,5,7.25,3.66666666667,6.6,5.6,7.5,3.8
4229,5.75,7.2,3.5,6.8,4.6,6.75,4.6
4230,6.75,5.8,4,6.6,4.8,7,3.4
4231,3.75,7,5,7.2,5.2,6.75,5.2
4232,7,6.2,4.66666666667,6.8,4.6,7.25,3.4
4233,5.5,6.4,3.5,6,5.6,6.75,4
4234,5,7,4.33333333333,6.8,5.8,6.5,5.2
4235,7.25,7.4,3.33333333333,8.2,5,7.75,7
4236,5.5,7.4,6,6.4,5.6,6.75,5
4237,3.75,5.8,5.33333333333,6.8,5.8,6.75,5.4
4238,6.5,6.6,5.66666666667,7,5.2,7.25,3.4
4239,5,4.6,3.66666666667,4.2,4.8,7.25,5.2
4240,6.25,7.4,4.66666666667,6.8,5.6,6.25,3.2
4241,5,8.75,4,8.2,6.6,8,4.2
4242,7,6.8,4,7.4,4.8,6.75,3.6
4243,2,5.8,5,2.6,8,3.25,6
4244,5.5,7.2,5.66666666667,6.4,5.8,5.75,6.4
4245,5.25,5.8,5.33333333333,4.8,6,4.5,5.2
4246,5.5,5.8,6.33333333333,6,6.2,6.5,6
4247,6.5,7.5,4,7.8,5.4,7.5,3
4248,7.25,6.2,4.33333333333,6.4,4.4,6.75,3.6
4249,6.25,6.4,4.33333333333,5.8,6,6.75,3.8
4250,6.25,7.8,5.33333333333,7,5.4,6.75,3.2
4251,6.75,5.8,3.66666666667,5.2,4.6,6.5,3.2
4252,6.75,6.2,4.66666666667,6,4.8,6.25,4
4253,5.5,7,4.33333333333,6.6,5.2,8,3.8
4254,6.5,6.2,4.66666666667,6.6,4.8,7.25,3.4
